source_row_id,date,site_id,year,group_id,split_role,cv_fold,qc_status
83,2008-06-02,606310061,2008,606310061_2008,test,-1,primary_included
84,2008-06-02,606310091,2008,606310091_2008,train,1,primary_included
85,2008-06-02,606500091,2008,606500091_2008,train,2,primary_included
86,2008-06-02,606500123,2008,606500123_2008,train,3,primary_included
87,2008-06-02,606510031,2008,606510031_2008,train,0,primary_included
88,2008-06-02,606520021,2008,606520021_2008,train,4,primary_included
89,2008-06-02,606550011,2008,606550011_2008,train,1,primary_included
90,2008-06-02,606580011,2008,606580011_2008,train,4,primary_included
91,2008-06-02,606580013,2008,606580013_2008,train,3,primary_included
92,2008-06-02,606580015,2008,606580015_2008,train,4,primary_included
93,2008-06-02,606580051,2008,606580051_2008,test,-1,primary_included
94,2008-06-02,606580053,2008,606580053_2008,train,4,primary_included
95,2008-06-02,606590001,2008,606590001_2008,train,1,primary_included
96,2008-06-02,606590013,2008,606590013_2008,train,2,primary_included
97,2008-06-02,606700065,2008,606700065_2008,train,1,primary_included
98,2008-06-02,606700101,2008,606700101_2008,test,-1,primary_included
99,2008-06-02,606700103,2008,606700103_2008,test,-1,primary_included
100,2008-06-02,606740011,2008,606740011_2008,train,3,primary_included
101,2008-06-02,606900031,2008,606900031_2008,train,3,primary_included
102,2008-06-02,607100251,2008,607100251_2008,train,3,primary_included
103,2008-06-02,607120021,2008,607120021_2008,test,-1,primary_included
104,2008-06-02,607190021,2008,607190021_2008,train,4,primary_included
105,2008-06-02,607190041,2008,607190041_2008,train,3,primary_included
106,2008-06-02,607190101,2008,607190101_2008,train,2,primary_included
107,2008-06-02,607300011,2008,607300011_2008,train,1,primary_included
108,2008-06-02,607300031,2008,607300031_2008,train,4,primary_included
109,2008-06-02,607310021,2008,607310021_2008,train,4,primary_included
110,2008-06-02,607500051,2008,607500051_2008,train,1,primary_included
111,2008-06-02,607710021,2008,607710021_2008,test,-1,primary_included
112,2008-06-02,607730053,2008,607730053_2008,test,-1,primary_included
113,2008-06-02,608110011,2008,608110011_2008,train,1,primary_included
114,2008-06-02,608390001,2008,608390001_2008,train,1,primary_included
115,2008-06-02,608500021,2008,608500021_2008,train,4,primary_included
116,2008-06-02,608500051,2008,608500051_2008,train,2,primary_included
117,2008-06-02,608930031,2008,608930031_2008,train,3,primary_included
118,2008-06-02,609300051,2008,609300051_2008,train,0,primary_included
119,2008-06-02,609500041,2008,609500041_2008,train,1,primary_included
120,2008-06-02,609500061,2008,609500061_2008,train,2,primary_included
121,2008-06-02,609900051,2008,609900051_2008,train,3,primary_included
122,2008-06-02,609900063,2008,609900063_2008,train,1,primary_included
123,2008-06-02,610100033,2008,610100033_2008,train,3,primary_included
124,2008-06-02,610590001,2008,610590001_2008,train,0,primary_included
125,2008-06-02,610710011,2008,610710011_2008,train,4,primary_included
126,2008-06-02,610720021,2008,610720021_2008,train,4,primary_included
127,2008-06-02,610720023,2008,610720023_2008,train,3,primary_included
128,2008-06-02,610720025,2008,610720025_2008,train,2,primary_included
129,2008-06-02,611120021,2008,611120021_2008,train,4,primary_included
130,2008-06-02,611130011,2008,611130011_2008,train,3,primary_included
131,2008-06-02,611300043,2008,611300043_2008,train,3,primary_included
132,2008-06-03,600100071,2008,600100071_2008,train,2,primary_included
133,2008-06-03,600120041,2008,600120041_2008,train,4,primary_included
134,2008-06-03,600740013,2008,600740013_2008,train,1,primary_included
135,2008-06-03,601110023,2008,601110023_2008,train,3,primary_included
136,2008-06-03,601900081,2008,601900081_2008,train,0,primary_included
137,2008-06-03,601950013,2008,601950013_2008,train,2,primary_included
138,2008-06-03,602100033,2008,602100033_2008,train,4,primary_included
139,2008-06-03,602900141,2008,602900141_2008,train,0,primary_included
140,2008-06-03,602900143,2008,602900143_2008,train,1,primary_included
141,2008-06-03,602900144,2008,602900144_2008,train,2,primary_included
142,2008-06-03,602900161,2008,602900161_2008,train,4,primary_included
143,2008-06-03,603100043,2008,603100043_2008,train,2,primary_included
144,2008-06-03,603700021,2008,603700021_2008,train,1,primary_included
145,2008-06-03,603700163,2008,603700163_2008,train,1,primary_included
146,2008-06-03,603710023,2008,603710023_2008,train,4,primary_included
147,2008-06-03,603711031,2008,603711031_2008,train,0,primary_included
148,2008-06-03,603711033,2008,603711033_2008,test,-1,primary_included
149,2008-06-03,603740021,2008,603740021_2008,train,4,primary_included
150,2008-06-03,604310013,2008,604310013_2008,train,0,primary_included
151,2008-06-03,605500031,2008,605500031_2008,train,2,primary_included
152,2008-06-03,605900071,2008,605900071_2008,train,1,primary_included
153,2008-06-03,605900073,2008,605900073_2008,train,2,primary_included
154,2008-06-03,606100063,2008,606100063_2008,train,4,primary_included
155,2008-06-03,606500091,2008,606500091_2008,train,2,primary_included
156,2008-06-03,606500123,2008,606500123_2008,train,3,primary_included
157,2008-06-03,606580011,2008,606580011_2008,train,4,primary_included
158,2008-06-03,606580013,2008,606580013_2008,train,3,primary_included
159,2008-06-03,606580053,2008,606580053_2008,train,4,primary_included
160,2008-06-03,606590013,2008,606590013_2008,train,2,primary_included
161,2008-06-03,606700103,2008,606700103_2008,test,-1,primary_included
162,2008-06-03,607310101,2008,607310101_2008,test,-1,primary_included
163,2008-06-03,607500051,2008,607500051_2008,train,1,primary_included
164,2008-06-03,607730053,2008,607730053_2008,test,-1,primary_included
165,2008-06-03,608110011,2008,608110011_2008,train,1,primary_included
166,2008-06-03,608500051,2008,608500051_2008,train,2,primary_included
167,2008-06-03,609500041,2008,609500041_2008,train,1,primary_included
168,2008-06-03,609500061,2008,609500061_2008,train,2,primary_included
169,2008-06-03,609900063,2008,609900063_2008,train,1,primary_included
170,2008-06-03,610100031,2008,610100031_2008,train,0,primary_included
171,2008-06-03,610100033,2008,610100033_2008,train,3,primary_included
172,2008-06-03,610720023,2008,610720023_2008,train,3,primary_included
173,2008-06-03,611300043,2008,611300043_2008,train,3,primary_included
174,2008-06-04,600100071,2008,600100071_2008,train,2,primary_included
175,2008-06-04,600120041,2008,600120041_2008,train,4,primary_included
176,2008-06-04,600740013,2008,600740013_2008,train,1,primary_included
177,2008-06-04,601110023,2008,601110023_2008,train,3,primary_included
178,2008-06-04,601900081,2008,601900081_2008,train,0,primary_included
179,2008-06-04,601950013,2008,601950013_2008,train,2,primary_included
180,2008-06-04,602100033,2008,602100033_2008,train,4,primary_included
181,2008-06-04,602900143,2008,602900143_2008,train,1,primary_included
182,2008-06-04,602900144,2008,602900144_2008,train,2,primary_included
183,2008-06-04,603100043,2008,603100043_2008,train,2,primary_included
184,2008-06-04,603700021,2008,603700021_2008,train,1,primary_included
185,2008-06-04,603700163,2008,603700163_2008,train,1,primary_included
186,2008-06-04,603710023,2008,603710023_2008,train,4,primary_included
187,2008-06-04,603711031,2008,603711031_2008,train,0,primary_included
188,2008-06-04,603711033,2008,603711033_2008,test,-1,primary_included
189,2008-06-04,603740021,2008,603740021_2008,train,4,primary_included
190,2008-06-04,603740041,2008,603740041_2008,train,1,primary_included
191,2008-06-04,604310013,2008,604310013_2008,train,0,primary_included
192,2008-06-04,605500031,2008,605500031_2008,train,2,primary_included
193,2008-06-04,605700051,2008,605700051_2008,train,3,primary_included
194,2008-06-04,605900071,2008,605900071_2008,train,1,primary_included
195,2008-06-04,605900073,2008,605900073_2008,train,2,primary_included
196,2008-06-04,606100063,2008,606100063_2008,train,4,primary_included
197,2008-06-04,606500091,2008,606500091_2008,train,2,primary_included
198,2008-06-04,606500123,2008,606500123_2008,train,3,primary_included
199,2008-06-04,606580011,2008,606580011_2008,train,4,primary_included
200,2008-06-04,606580013,2008,606580013_2008,train,3,primary_included
201,2008-06-04,606580053,2008,606580053_2008,train,4,primary_included
202,2008-06-04,606590013,2008,606590013_2008,train,2,primary_included
203,2008-06-04,606700061,2008,606700061_2008,train,0,primary_included
204,2008-06-04,606700103,2008,606700103_2008,test,-1,primary_included
205,2008-06-04,607500051,2008,607500051_2008,train,1,primary_included
206,2008-06-04,607730053,2008,607730053_2008,test,-1,primary_included
207,2008-06-04,608110011,2008,608110011_2008,train,1,primary_included
208,2008-06-04,608500051,2008,608500051_2008,train,2,primary_included
209,2008-06-04,609500041,2008,609500041_2008,train,1,primary_included
210,2008-06-04,609500061,2008,609500061_2008,train,2,primary_included
211,2008-06-04,609900063,2008,609900063_2008,train,1,primary_included
212,2008-06-04,610100031,2008,610100031_2008,train,0,primary_included
213,2008-06-04,610100033,2008,610100033_2008,train,3,primary_included
214,2008-06-04,610720023,2008,610720023_2008,train,3,primary_included
215,2008-06-04,611300043,2008,611300043_2008,train,3,primary_included
216,2008-06-05,600100071,2008,600100071_2008,train,2,primary_included
217,2008-06-05,600100091,2008,600100091_2008,test,-1,primary_included
218,2008-06-05,600110011,2008,600110011_2008,train,1,primary_included
219,2008-06-05,600120041,2008,600120041_2008,train,4,primary_included
220,2008-06-05,600700021,2008,600700021_2008,train,3,primary_included
221,2008-06-05,600700025,2008,600700025_2008,train,1,primary_included
222,2008-06-05,600740013,2008,600740013_2008,train,1,primary_included
223,2008-06-05,600900011,2008,600900011_2008,train,3,primary_included
224,2008-06-05,601110021,2008,601110021_2008,train,0,primary_included
225,2008-06-05,601110023,2008,601110023_2008,train,3,primary_included
226,2008-06-05,601300021,2008,601300021_2008,train,0,primary_included
227,2008-06-05,601300022,2008,601300022_2008,train,0,primary_included
228,2008-06-05,601790001,2008,601790001_2008,train,0,primary_included
229,2008-06-05,601900081,2008,601900081_2008,train,0,primary_included
230,2008-06-05,601900085,2008,601900085_2008,train,3,primary_included
231,2008-06-05,601950011,2008,601950011_2008,train,0,primary_included
232,2008-06-05,601950013,2008,601950013_2008,train,2,primary_included
233,2008-06-05,601950251,2008,601950251_2008,test,-1,primary_included
234,2008-06-05,601990001,2008,601990001_2008,train,0,primary_included
235,2008-06-05,602100033,2008,602100033_2008,train,4,primary_included
236,2008-06-05,602500071,2008,602500071_2008,train,1,primary_included
237,2008-06-05,602510031,2008,602510031_2008,train,2,primary_included
238,2008-06-05,602701011,2008,602701011_2008,train,3,primary_included
239,2008-06-05,602710031,2008,602710031_2008,train,1,primary_included
240,2008-06-05,602900101,2008,602900101_2008,train,2,primary_included
241,2008-06-05,602900141,2008,602900141_2008,train,0,primary_included
242,2008-06-05,602900142,2008,602900142_2008,test,-1,primary_included
243,2008-06-05,602900143,2008,602900143_2008,train,1,primary_included
244,2008-06-05,602900144,2008,602900144_2008,train,2,primary_included
245,2008-06-05,602900145,2008,602900145_2008,train,4,primary_included
246,2008-06-05,602900146,2008,602900146_2008,train,0,primary_included
247,2008-06-05,602900151,2008,602900151_2008,test,-1,primary_included
248,2008-06-05,602900161,2008,602900161_2008,train,4,primary_included
249,2008-06-05,602990011,2008,602990011_2008,train,2,primary_included
250,2008-06-05,603100041,2008,603100041_2008,train,4,primary_included
251,2008-06-05,603100043,2008,603100043_2008,train,2,primary_included
252,2008-06-05,603330011,2008,603330011_2008,test,-1,primary_included
253,2008-06-05,603700021,2008,603700021_2008,train,1,primary_included
254,2008-06-05,603700163,2008,603700163_2008,train,1,primary_included
255,2008-06-05,603710021,2008,603710021_2008,test,-1,primary_included
256,2008-06-05,603710023,2008,603710023_2008,train,4,primary_included
257,2008-06-05,603711031,2008,603711031_2008,train,0,primary_included
258,2008-06-05,6037110311,2008,6037110311_2008,test,-1,primary_included
259,2008-06-05,6037110312,2008,6037110312_2008,train,4,primary_included
260,2008-06-05,603711033,2008,603711033_2008,test,-1,primary_included
261,2008-06-05,603711035,2008,603711035_2008,train,2,primary_included
262,2008-06-05,603713011,2008,603713011_2008,train,2,primary_included
263,2008-06-05,603716021,2008,603716021_2008,train,2,primary_included
264,2008-06-05,603720051,2008,603720051_2008,train,4,primary_included
265,2008-06-05,603740021,2008,603740021_2008,train,4,primary_included
266,2008-06-05,603740041,2008,603740041_2008,train,1,primary_included
267,2008-06-05,603790331,2008,603790331_2008,test,-1,primary_included
268,2008-06-05,603790341,2008,603790341_2008,train,0,primary_included
269,2008-06-05,604100021,2008,604100021_2008,test,-1,primary_included
270,2008-06-05,604300031,2008,604300031_2008,train,4,primary_included
271,2008-06-05,604310013,2008,604310013_2008,train,0,primary_included
272,2008-06-05,604500061,2008,604500061_2008,train,2,primary_included
273,2008-06-05,604725101,2008,604725101_2008,train,0,primary_included
274,2008-06-05,605190001,2008,605190001_2008,train,1,primary_included
275,2008-06-05,605310031,2008,605310031_2008,test,-1,primary_included
276,2008-06-05,605500031,2008,605500031_2008,train,2,primary_included
277,2008-06-05,605710011,2008,605710011_2008,train,2,primary_included
278,2008-06-05,605710012,2008,605710012_2008,train,0,primary_included
279,2008-06-05,605900071,2008,605900071_2008,train,1,primary_included
280,2008-06-05,6059000711,2008,6059000711_2008,train,4,primary_included
281,2008-06-05,605900073,2008,605900073_2008,train,2,primary_included
282,2008-06-05,605920221,2008,605920221_2008,train,1,primary_included
283,2008-06-05,606100061,2008,606100061_2008,train,3,primary_included
284,2008-06-05,606100063,2008,606100063_2008,train,4,primary_included
285,2008-06-05,606310061,2008,606310061_2008,test,-1,primary_included
286,2008-06-05,606310091,2008,606310091_2008,train,1,primary_included
287,2008-06-05,606310095,2008,606310095_2008,train,1,primary_included
288,2008-06-05,606500091,2008,606500091_2008,train,2,primary_included
289,2008-06-05,606500123,2008,606500123_2008,train,3,primary_included
290,2008-06-05,606510031,2008,606510031_2008,train,0,primary_included
291,2008-06-05,606520021,2008,606520021_2008,train,4,primary_included
292,2008-06-05,606520022,2008,606520022_2008,train,0,primary_included
293,2008-06-05,606550011,2008,606550011_2008,train,1,primary_included
294,2008-06-05,606580011,2008,606580011_2008,train,4,primary_included
295,2008-06-05,6065800111,2008,6065800111_2008,train,4,primary_included
296,2008-06-05,606580012,2008,606580012_2008,train,3,primary_included
297,2008-06-05,606580013,2008,606580013_2008,train,3,primary_included
298,2008-06-05,606580015,2008,606580015_2008,train,4,primary_included
299,2008-06-05,606580016,2008,606580016_2008,test,-1,primary_included
300,2008-06-05,606580051,2008,606580051_2008,test,-1,primary_included
301,2008-06-05,606580053,2008,606580053_2008,train,4,primary_included
302,2008-06-05,606590001,2008,606590001_2008,train,1,primary_included
303,2008-06-05,606590013,2008,606590013_2008,train,2,primary_included
304,2008-06-05,606700061,2008,606700061_2008,train,0,primary_included
305,2008-06-05,606700065,2008,606700065_2008,train,1,primary_included
306,2008-06-05,606700101,2008,606700101_2008,test,-1,primary_included
307,2008-06-05,606700103,2008,606700103_2008,test,-1,primary_included
308,2008-06-05,606700105,2008,606700105_2008,train,1,primary_included
309,2008-06-05,606740011,2008,606740011_2008,train,3,primary_included
310,2008-06-05,606900021,2008,606900021_2008,train,0,primary_included
311,2008-06-05,606900031,2008,606900031_2008,train,3,primary_included
312,2008-06-05,607100251,2008,607100251_2008,train,3,primary_included
313,2008-06-05,607103061,2008,607103061_2008,train,3,primary_included
314,2008-06-05,607103062,2008,607103062_2008,train,0,primary_included
315,2008-06-05,607120021,2008,607120021_2008,test,-1,primary_included
316,2008-06-05,6071200211,2008,6071200211_2008,train,0,primary_included
317,2008-06-05,607180011,2008,607180011_2008,train,3,primary_included
318,2008-06-05,607190021,2008,607190021_2008,train,4,primary_included
319,2008-06-05,607190041,2008,607190041_2008,train,3,primary_included
320,2008-06-05,607190101,2008,607190101_2008,train,2,primary_included
321,2008-06-05,607300011,2008,607300011_2008,train,1,primary_included
322,2008-06-05,607300031,2008,607300031_2008,train,4,primary_included
323,2008-06-05,607300035,2008,607300035_2008,train,4,primary_included
324,2008-06-05,607300061,2008,607300061_2008,test,-1,primary_included
325,2008-06-05,607310021,2008,607310021_2008,train,4,primary_included
326,2008-06-05,607310025,2008,607310025_2008,train,4,primary_included
327,2008-06-05,607310101,2008,607310101_2008,test,-1,primary_included
328,2008-06-05,607500051,2008,607500051_2008,train,1,primary_included
329,2008-06-05,607710021,2008,607710021_2008,test,-1,primary_included
330,2008-06-05,607730053,2008,607730053_2008,test,-1,primary_included
331,2008-06-05,607920061,2008,607920061_2008,test,-1,primary_included
332,2008-06-05,607980011,2008,607980011_2008,train,4,primary_included
333,2008-06-05,607980012,2008,607980012_2008,train,2,primary_included
334,2008-06-05,608110011,2008,608110011_2008,train,1,primary_included
335,2008-06-05,608310081,2008,608310081_2008,train,2,primary_included
336,2008-06-05,608390001,2008,608390001_2008,train,1,primary_included
337,2008-06-05,608500021,2008,608500021_2008,train,4,primary_included
338,2008-06-05,608500051,2008,608500051_2008,train,2,primary_included
339,2008-06-05,608500055,2008,608500055_2008,train,2,primary_included
340,2008-06-05,608700071,2008,608700071_2008,train,3,primary_included
341,2008-06-05,608900041,2008,608900041_2008,test,-1,primary_included
342,2008-06-05,608930031,2008,608930031_2008,train,3,primary_included
343,2008-06-05,608930051,2008,608930051_2008,train,1,primary_included
344,2008-06-05,609300051,2008,609300051_2008,train,0,primary_included
345,2008-06-05,609500041,2008,609500041_2008,train,1,primary_included
346,2008-06-05,609500061,2008,609500061_2008,train,2,primary_included
347,2008-06-05,609700031,2008,609700031_2008,train,0,primary_included
348,2008-06-05,609900051,2008,609900051_2008,train,3,primary_included
349,2008-06-05,609900055,2008,609900055_2008,train,2,primary_included
350,2008-06-05,609900063,2008,609900063_2008,train,1,primary_included
351,2008-06-05,610100031,2008,610100031_2008,train,0,primary_included
352,2008-06-05,610100033,2008,610100033_2008,train,3,primary_included
353,2008-06-05,610590001,2008,610590001_2008,train,0,primary_included
354,2008-06-05,610710011,2008,610710011_2008,train,4,primary_included
355,2008-06-05,610720021,2008,610720021_2008,train,4,primary_included
356,2008-06-05,610720023,2008,610720023_2008,train,3,primary_included
357,2008-06-05,611100071,2008,611100071_2008,train,0,primary_included
358,2008-06-05,611100072,2008,611100072_2008,train,4,primary_included
359,2008-06-05,611100091,2008,611100091_2008,train,3,primary_included
360,2008-06-05,611120021,2008,611120021_2008,train,4,primary_included
361,2008-06-05,611120025,2008,611120025_2008,test,-1,primary_included
362,2008-06-05,611130011,2008,611130011_2008,train,3,primary_included
363,2008-06-05,611300043,2008,611300043_2008,train,3,primary_included
364,2008-06-05,611310031,2008,611310031_2008,train,1,primary_included
365,2008-06-06,600100071,2008,600100071_2008,train,2,primary_included
366,2008-06-06,600120041,2008,600120041_2008,train,4,primary_included
367,2008-06-06,600740013,2008,600740013_2008,train,1,primary_included
368,2008-06-06,601110023,2008,601110023_2008,train,3,primary_included
369,2008-06-06,601900081,2008,601900081_2008,train,0,primary_included
370,2008-06-06,601950013,2008,601950013_2008,train,2,primary_included
371,2008-06-06,602100033,2008,602100033_2008,train,4,primary_included
372,2008-06-06,602900141,2008,602900141_2008,train,0,primary_included
373,2008-06-06,602900143,2008,602900143_2008,train,1,primary_included
374,2008-06-06,602900144,2008,602900144_2008,train,2,primary_included
375,2008-06-06,603100043,2008,603100043_2008,train,2,primary_included
376,2008-06-06,603700021,2008,603700021_2008,train,1,primary_included
377,2008-06-06,603700163,2008,603700163_2008,train,1,primary_included
378,2008-06-06,603710023,2008,603710023_2008,train,4,primary_included
379,2008-06-06,603711031,2008,603711031_2008,train,0,primary_included
380,2008-06-06,603711033,2008,603711033_2008,test,-1,primary_included
381,2008-06-06,603740021,2008,603740021_2008,train,4,primary_included
382,2008-06-06,603740041,2008,603740041_2008,train,1,primary_included
383,2008-06-06,604310013,2008,604310013_2008,train,0,primary_included
384,2008-06-06,605500031,2008,605500031_2008,train,2,primary_included
385,2008-06-06,605700051,2008,605700051_2008,train,3,primary_included
386,2008-06-06,605900071,2008,605900071_2008,train,1,primary_included
387,2008-06-06,605900073,2008,605900073_2008,train,2,primary_included
388,2008-06-06,606100063,2008,606100063_2008,train,4,primary_included
389,2008-06-06,606500091,2008,606500091_2008,train,2,primary_included
390,2008-06-06,606500123,2008,606500123_2008,train,3,primary_included
391,2008-06-06,606580011,2008,606580011_2008,train,4,primary_included
392,2008-06-06,606580013,2008,606580013_2008,train,3,primary_included
393,2008-06-06,606580053,2008,606580053_2008,train,4,primary_included
394,2008-06-06,606590013,2008,606590013_2008,train,2,primary_included
395,2008-06-06,606700103,2008,606700103_2008,test,-1,primary_included
396,2008-06-06,607310101,2008,607310101_2008,test,-1,primary_included
397,2008-06-06,607500051,2008,607500051_2008,train,1,primary_included
398,2008-06-06,607730053,2008,607730053_2008,test,-1,primary_included
399,2008-06-06,608110011,2008,608110011_2008,train,1,primary_included
400,2008-06-06,608500051,2008,608500051_2008,train,2,primary_included
401,2008-06-06,609500041,2008,609500041_2008,train,1,primary_included
402,2008-06-06,609500061,2008,609500061_2008,train,2,primary_included
403,2008-06-06,609900063,2008,609900063_2008,train,1,primary_included
404,2008-06-06,610100031,2008,610100031_2008,train,0,primary_included
405,2008-06-06,610100033,2008,610100033_2008,train,3,primary_included
406,2008-06-06,610720023,2008,610720023_2008,train,3,primary_included
407,2008-06-06,611300043,2008,611300043_2008,train,3,primary_included
408,2008-06-07,600100071,2008,600100071_2008,train,2,primary_included
409,2008-06-07,600120041,2008,600120041_2008,train,4,primary_included
410,2008-06-07,600740013,2008,600740013_2008,train,1,primary_included
411,2008-06-07,601110023,2008,601110023_2008,train,3,primary_included
412,2008-06-07,601900081,2008,601900081_2008,train,0,primary_included
413,2008-06-07,601950013,2008,601950013_2008,train,2,primary_included
414,2008-06-07,602100033,2008,602100033_2008,train,4,primary_included
415,2008-06-07,602900141,2008,602900141_2008,train,0,primary_included
416,2008-06-07,602900143,2008,602900143_2008,train,1,primary_included
417,2008-06-07,602900144,2008,602900144_2008,train,2,primary_included
418,2008-06-07,603100043,2008,603100043_2008,train,2,primary_included
419,2008-06-07,603700021,2008,603700021_2008,train,1,primary_included
420,2008-06-07,603700163,2008,603700163_2008,train,1,primary_included
421,2008-06-07,603710023,2008,603710023_2008,train,4,primary_included
422,2008-06-07,603711031,2008,603711031_2008,train,0,primary_included
423,2008-06-07,603711033,2008,603711033_2008,test,-1,primary_included
424,2008-06-07,603740021,2008,603740021_2008,train,4,primary_included
425,2008-06-07,603740041,2008,603740041_2008,train,1,primary_included
426,2008-06-07,604310013,2008,604310013_2008,train,0,primary_included
427,2008-06-07,605500031,2008,605500031_2008,train,2,primary_included
428,2008-06-07,605900071,2008,605900071_2008,train,1,primary_included
429,2008-06-07,605900073,2008,605900073_2008,train,2,primary_included
430,2008-06-07,606100063,2008,606100063_2008,train,4,primary_included
431,2008-06-07,606500091,2008,606500091_2008,train,2,primary_included
432,2008-06-07,606500123,2008,606500123_2008,train,3,primary_included
